9900 -133.79104 15.67302
9800 -133.79104 15.67302
9700 -133.79104 15.67302
9600 -133.79104 15.67302
9500 -133.79104 15.67302
9400 -133.79104 15.67302
9300 -133.79104 15.67302
9200 -133.79104 15.67302
9100 -133.79104 15.67302
9000 -133.79104 15.67302
8900 -133.79104 15.67302
8800 -133.79104 15.67302
8700 -133.79104 15.67302
8600 -133.79104 15.67302
8500 -133.79104 15.67302
8400 -133.79104 15.67302
8300 -133.79104 15.67302
8200 -133.79104 15.67302
8100 -133.79104 15.67302
8000 -133.79104 15.67302
7900 -133.79104 15.67302
7800 -133.79104 15.67302
7700 -133.79104 15.67302
7600 -133.79104 15.67302
7500 -133.79104 15.67302
7400 -133.79104 15.67302
7300 -133.79104 15.67302
7200 -133.79104 15.67302
7100 -133.79104 15.67302
7000 -133.79104 15.67302
6900 -133.79104 15.67302
6800 -133.79104 15.67302
6700 -133.79104 15.67302
6600 -133.79104 15.67302
6500 -133.79104 15.67302
6400 -133.79104 15.67302
6300 -133.79104 15.67302
6200 -133.79104 15.67302
6100 -133.79104 15.67302
6000 -133.79104 15.67302
5900 -133.79104 15.67302
5800 -133.79104 15.67302
5700 -133.79104 15.67302
5600 -133.79104 15.67302
5500 -133.79104 15.67302
5400 -133.79104 15.67302
5300 -133.79104 15.67302
5200 -133.79104 15.67302
5100 -133.79104 15.67302
5000 -133.79104 15.67302
4900 -133.79104 15.67302
4800 -133.79104 15.67302
4700 -133.79104 15.67302
4600 -133.79104 15.67302
4500 -133.79104 15.67302
4400 -133.79104 15.67302
4300 -133.79104 15.67302
4200 -133.79104 15.67302
4100 -133.79104 15.67302
4000 -133.79104 15.67302
3900 -133.79104 15.67302
3800 -133.79104 15.67302
3700 -133.79104 15.67302
3600 -133.79104 15.67302
3500 -133.79104 15.67302
3400 -133.79104 15.67302
3300 -133.79104 15.67302
3200 -133.79104 15.67302
3100 -133.79104 15.67302
3000 -133.79104 15.67302
2900 -133.79104 15.67302
2800 -133.79104 15.67302
2700 -133.79104 15.67302
2600 -133.79104 15.67302
2500 -133.79104 15.67302
2400 -133.79104 15.67302
2300 -133.79104 15.67302
2200 -133.79104 15.67302
2100 -133.79104 15.67302
2000 -133.79104 15.67302
1900 -133.79104 15.67302
1800 -133.79104 15.67302
1700 -133.79104 15.67302
1600 -133.79104 15.67302
1500 -133.79104 15.67302
1400 -133.79104 15.67302
1300 -133.79104 15.67302
1200 -133.79104 15.67302
1100 -133.79104 15.67302
1000 -133.79104 8.7339
990 -135.01065 8.2114335
980 -136.15773 7.7244223
970 -137.23411 7.2719752
960 -138.24163 6.8532009
950 -139.18212 6.4672081
940 -140.05742 6.1131056
930 -140.86937 5.790002
920 -141.61981 5.4970062
910 -142.31057 5.2332269
900 -142.94349 4.9977727
890 -143.5204 4.7897524
880 -144.04314 4.6082748
870 -144.51356 4.4524485
860 -144.93348 4.3213823
850 -145.30474 4.214185
840 -145.62918 4.1299652
830 -145.90864 4.0678317
820 -146.14495 4.0268932
810 -146.33996 4.0062585
800 -146.49549 4.0050362
790 -146.61338 4.0223352
780 -146.69547 4.0572641
770 -146.7436 4.1089316
760 -146.75961 4.1764466
750 -146.74532 4.2589177
740 -146.70258 4.3554536
730 -146.63323 4.4651631
720 -146.5391 4.587155
710 -146.42203 4.7205378
700 -146.28385 4.8644205
690 -146.1264 5.0179116
680 -145.95152 5.18012
670 -145.76105 5.3501544
660 -145.55682 5.5271234
650 -145.34067 5.7101359
640 -145.11443 5.8983005
630 -144.87995 6.090726
620 -144.63905 6.2865212
610 -144.39359 6.4847946
600 -144.14538 6.6846552
590 -143.89628 6.8852115
580 -143.64811 7.0855724
570 -143.40271 7.2848465
560 -143.16193 7.4821426
550 -142.92759 7.6765694
540 -142.70154 7.8672357
530 -142.48561 8.0532502
520 -142.28163 8.2337216
510 -142.09145 8.4077586
500 -141.9169 8.57447
490 -141.75982 8.7329645
480 -141.62204 8.8823508
470 -141.5054 9.0217377
460 -141.41175 9.1502339
450 -141.34291 9.266948
440 -141.30071 9.370989
430 -141.28701 9.4614654
420 -141.30364 9.537486
410 -141.35242 9.5981596
400 -141.43521 9.6425948
390 -141.55383 9.6699004
380 -141.71013 9.6791851
370 -141.90593 9.6695577
360 -142.14308 9.6401269
350 -142.42341 9.5900014
340 -142.74877 9.51829
330 -143.12093 9.4241086
320 -143.53847 9.3070102
310 -143.99501 9.1672247
300 -144.48373 9.0050406
290 -144.99783 8.820746
280 -145.53049 8.6146294
270 -146.07491 8.386979
260 -146.62426 8.1380831
250 -147.17173 7.86823
240 -147.71403 7.5813221
230 -148.2619 7.2957177
220 -148.82962 7.0333892
210 -149.43143 6.8163092
200 -150.0816 6.66645
190 -150.80226 6.5954428
180 -151.647 6.573554
170 -152.67727 6.5607086
160 -153.92819 6.5174207
150 -155.12886 6.4110499
140 -155.81597 6.2138389
130 -155.96613 5.9387554
120 -156.29165 5.6869602
110 -156.54679 5.9472882
100 -156.15943 6.8331
 99 -156.13374 6.8845932
 98 -156.11382 6.9247361
 97 -156.09759 6.9563884
 96 -156.08292 6.9824099
 95 -156.06774 7.0056603
 94 -156.04992 7.0289993
 93 -156.02738 7.0552867
 92 -155.99801 7.0873822
 91 -155.95972 7.1281456
 90 -155.91086 7.179824
 89 -155.85232 7.2414422
 88 -155.78578 7.3109692
 87 -155.71292 7.3863731
 86 -155.63543 7.4656221
 85 -155.55499 7.5466845
 84 -155.47329 7.6275284
 83 -155.39202 7.7061237
 82 -155.31294 7.7805311
 81 -155.23794 7.8489525
 80 -155.16891 7.9096018
 79 -155.10774 7.9606931
 78 -155.05635 8.0004404
 77 -155.01661 8.0270576
 76 -154.99002 8.0404726
 75 -154.97598 8.0492537
 74 -154.97326 8.0646867
 73 -154.98062 8.0980582
 72 -154.99681 8.1606551
 71 -155.0205 8.2633889
 70 -155.04717 8.4047823
 69 -155.06849 8.5684266
 68 -155.07591 8.7370245
 67 -155.06086 8.8932785
 66 -155.01607 9.0216202
 65 -154.94923 9.1265787
 64 -154.8777 9.2256494
 63 -154.81899 9.336544
 62 -154.78982 9.4761303
 61 -154.7883 9.6418753
 60 -154.79398 9.8118448
 59 -154.78561 9.9632609
 58 -154.74209 10.077615
 57 -154.64356 10.165666
 56 -154.47066 10.250451
 55 -154.20584 10.35306
 54 -153.86369 10.458899
 53 -153.48666 10.522503
 52 -153.11259 10.502667
 51 -152.70642 10.428008
 50 -152.18146 10.3766
 49 -151.50459 10.392014
 48 -150.86134 10.375627
 47 -150.46935 10.20457
 46 -150.23291 9.9129577
 45 -149.83699 9.6485698
 44 -149.25016 9.525365
 43 -148.75572 9.6089487
 42 -148.3848 9.7761324
 41 -147.88876 9.7496539
 40 -147.06891 9.74752
 39 -145.87461 10.133756
 38 -144.67846 10.566343
 37 -143.81206 10.719108
 36 -143.20376 10.556671
 35 -142.05509 10.356797
 34 -140.7244 10.745378
 33 -139.71102 11.270614
 32 -138.77284 11.315772
 31 -137.41609 11.559785
 30 -135.82825 11.8436
 29 -134.69486 11.609927
 28 -133.63575 10.903434
